27.70642280	27.61467933	-13.57798099
27.61467933	27.43119239	-13.94495391
27.52293586	27.06421852	-14.40366935
27.52293586	27.15596199	-15.04587078
27.70642280	27.15596199	-15.50458717
27.88990783	26.60550498	-15.77981758
27.88990783	26.51376152	-16.14678955
28.07339477	26.60550498	-16.33027458
28.16513824	26.33027458	-16.42201805
28.16513824	25.68807220	-16.60550308
28.25688171	25.59632873	-16.88073348
28.25688171	25.68807220	-16.88073348
28.34862518	25.77981567	-17.15596389
28.44036865	25.50458526	-16.88073348
28.16513824	25.50458526	-17.43119239
28.34862518	25.77981567	-17.24770736
28.25688171	25.77981567	-17.33945083
27.98165130	25.87155914	-17.52293586
28.16513824	25.68807220	-17.61467933
27.98165130	25.96330261	-17.61467933
28.16513824	25.77981567	-17.88990783
28.16513824	25.77981567	-17.88990783
28.16513824	25.68807220	-18.07339477
28.07339477	25.68807220	-17.98165130
27.88990783	25.68807220	-18.25687980
27.70642280	25.50458526	-18.53211021
28.16513824	25.50458526	-18.71559524
27.88990783	25.41284179	-18.44036674
28.07339477	25.59632873	-18.25687980
27.98165130	25.41284179	-18.34862327
27.79816436	25.41284179	-18.07339477
27.79816436	25.68807220	-18.44036674
27.70642280	25.41284179	-18.44036674
27.70642280	25.32110214	-18.34862327
27.88990783	25.32110214	-18.53211021
27.88990783	25.13761520	-18.53211021
27.79816436	25.41284179	-18.71559524
27.79816436	25.50458526	-18.80733871
27.70642280	25.41284179	-18.89908218
27.61467933	25.41284179	-18.71559524
27.61467933	25.32110214	-18.99082565
27.88990783	25.32110214	-18.80733871
27.52293586	25.04587173	-19.08256912
27.79816436	25.13761520	-19.08256912
27.52293586	25.41284179	-18.99082565
27.33944892	25.22935867	-19.35779762
27.43119239	25.13761520	-19.26605606
27.33944892	25.13761520	-19.26605606
27.33944892	25.32110214	-19.17431259
27.52293586	25.13761520	-19.35779762
27.24770545	24.86238479	-19.26605606
27.52293586	24.95412826	-19.54128456
27.33944892	25.22935867	-19.63302803
26.97247505	25.13761520	-19.63302803
27.52293586	24.95412826	-19.35779762
27.52293586	25.22935867	-19.26605606
27.70642280	25.22935867	-19.35779762
27.33944892	25.22935867	-19.26605606
27.70642280	25.13761520	-19.08256912
27.79816436	25.22935867	-18.99082565
27.43119239	25.41284179	-18.80733871
27.98165130	25.04587173	-19.08256912
28.07339477	25.22935867	-18.62385177
28.16513824	24.95412826	-18.89908218
29.35779762	23.85321044	-17.79816436
30.27522850	23.11926651	-17.33945083
31.46789169	21.83486175	-16.51376152
32.93577957	19.72477149	-15.41284465
34.49541473	17.24770736	-15.50458717
36.05504608	14.22018432	-15.22935771
37.70642089	11.19266033	-15.68807411
38.44036865	7.43119287	-15.68807411
39.26605606	3.85321121	-16.05504608
39.35779953	-0.27522935	-16.69724655
39.44954299	-4.86238527	-17.79816436
38.44036865	-9.08256816	-18.62385177
37.33944702	-13.57798099	-18.99082565
32.93577957	-21.55963325	-20.09174346
28.99082565	-25.04587173	-20.18348503
24.49541282	-28.16513824	-20.36697196
20.27522850	-30.55045890	-20.45871543
15.68807411	-32.75229263	-20.73394584
11.55963325	-34.49541473	-21.28440475
7.15596294	-35.77981567	-21.65137672
3.48623847	-35.96330261	-22.01834869
-0.18348623	-36.33027267	-22.75229454
-4.40366983	-35.68807220	-23.57798194
-8.99082565	-34.95412826	-24.22018432
-13.57798099	-33.02752304	-25.13761520
-17.24770736	-31.37614822	-25.68807220
-21.10091781	-25.68807220	-27.33944892
-28.25688171	-22.11009025	-27.33944892
-31.10091781	-17.98165130	-27.43119239
-33.21100616	-14.12844085	-27.15596199
-34.86238479	-10.82568836	-26.69724845
-35.68807220	-8.16513729	-26.51376152
-36.51375961	-5.77981662	-27.06421852
-35.96330261	-4.58715581	-27.24770545
-36.14678955	-4.86238527	-28.53210830
-35.59632873	-6.33027553	-29.54128456
-34.67890167	-8.34862327	-30.73394584
-33.76146697	-10.64220237	-31.37614822
-32.47706222	-13.94495391	-32.20183563
-30.55045890	-17.06422042	-33.21100616
-25.22935867	-24.22018432	-33.21100616
-21.37614631	-27.33944892	-33.48623657
-16.78899002	-30.27522850	-32.93577957
-11.19266033	-33.21100616	-32.56880569
-4.95412826	-34.86238479	-31.37614822
1.55963301	-35.41284561	-30.09174156
8.07339477	-34.95412826	-29.17431259
15.04587078	-33.30274963	-27.52293586
21.55963325	-30.18348503	-25.32110214
27.70642280	-25.77981567	-23.66972351
32.66054916	-21.00917434	-21.28440475
36.88073348	-14.49541282	-19.17431259
40.36697006	-6.60550451	-18.07339477
40.82568740	7.98165130	-14.31192588
38.16513824	13.76146793	-11.92660522
35.59632873	18.44036674	-12.20183563
32.75229263	22.20183372	-12.84403610
29.44954109	25.13761520	-14.40366935
26.05504608	28.44036865	-14.86238574
22.20183372	31.46789169	-16.33027458
18.25687980	33.11926651	-18.44036674
14.67889881	34.40367126	-20.00000000
10.45871543	35.41284561	-21.55963325
7.06422042	35.68807220	-23.57798194
3.02752304	35.96330261	-25.22935867
-1.92660560	35.32110214	-27.79816436
-5.50458717	34.03669738	-29.63302803
-15.96330261	29.26605606	-32.93577957
-19.63302803	26.42201805	-33.48623657
-22.20183372	24.22018432	-34.03669738
-24.31192779	22.20183372	-34.31192779
-25.41284179	20.18348503	-35.32110214
-26.23853111	18.34862327	-35.87155914
-27.15596199	16.14678955	-37.24770355
-27.79816436	13.94495391	-38.34862518
-27.79816436	12.20183563	-39.17431259
-28.44036865	10.73394489	-39.72476959
-28.44036865	10.27522945	-39.44954299
-28.99082565	10.36697292	-39.26605606
